,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_SEPT,PAY_AUG,PAY_JUL,PAY_JUN,PAY_MAY,PAY_APR,BILL_AMT_SEPT,BILL_AMT_AUG,BILL_AMT_JUL,BILL_AMT_JUN,BILL_AMT_MAY,BILL_AMT_APR,PAY_AMT_SEPT,PAY_AMT_AUG,PAY_AMT_JUL,PAY_AMT_JUN,PAY_AMT_MAY,PAY_AMT_APR
41019,103451.14887432374,1,2,1,36,2,2,2,2,2,2,54774.13916919371,55276.680141174154,56939.71731182126,58808.14691009967,63163.92209147939,63416.85641189533,1964.6553377028772,2967.357029472945,3012.4715178110782,5415.80421202662,1440.7472476487765,4120.314396494998
31952,240000.0,2,2,1,40,-1,-1,-1,0,-1,1,3569.592324159376,2326.153516812483,2630.346799303453,922.3488908992986,5541.785979545856,2756.1568813245467,2337.093499625479,2635.3522554113624,25.270300233573835,5549.74233068258,31.10661699629145,2731.211255955886
26891,350000.0,1,2,2,42,0,0,0,0,0,0,347790.0,352600.0,299797.0,218973.0,146326.0,107205.0,13000.0,11000.0,8232.0,7000.0,6000.0,7000.0
28180,200000.0,2,2,2,32,-1,-1,-1,-2,-1,-1,13467.0,4345.0,0.0,0.0,171.0,1557.0,4366.0,0.0,0.0,171.0,1386.0,6.0
8089,20000.0,1,1,2,24,2,2,2,2,2,2,1891.0,5680.0,5441.0,6346.0,6099.0,7235.0,4000.0,0.0,1000.0,0.0,1237.0,1000.0
45781,400000.0,2,1,2,37,-2,-2,-2,-2,-2,-2,-5.327704718607961,1327.019083200641,699.75195396243,65.33448418082395,-193.62000569467364,437.71300346037015,1464.5579865941781,701.2941842757109,70.66218889943195,69.96117512066775,708.865133086365,301.7163303801142
40877,130000.0,2,2,1,34,-2,-2,-2,-2,-2,-2,374.6292112440847,726.5536218067095,150.05809177655624,-35.70845925356841,-35.70845925356841,-35.70845925356841,729.030509153778,176.8910380364631,206.40727892236066,0.0,0.0,0.0
35777,10000.0,1,2,1,44,1,1,1,1,1,1,7766.637539669341,8717.112809188407,8533.21088675084,9527.219472418034,8976.205456264322,10224.534031620395,1313.4861304920971,103.92979034241262,1676.464830726687,15.927937217227992,1856.3300063006036,0.0
40465,194745.38398964098,1,1,1,36,2,2,2,2,0,0,161840.46547521392,168894.34117164148,171119.77490138783,169930.78372667517,173434.66847350434,177074.3209489343,11227.185704562227,6432.176879274869,3084.4995932666397,6351.4566627100185,6549.030224699518,5883.100081346672
5760,30000.0,2,2,1,38,0,0,0,0,0,0,23819.0,15367.0,10159.0,9859.0,8360.0,4101.0,1553.0,1033.0,381.0,384.0,404.0,1297.0
35666,105935.96134948221,2,2,2,34,1,0,0,0,0,0,107023.83117853069,76236.927883075,77401.01914052502,77117.12538454287,78062.05180641882,78096.29600588999,2984.5566531280324,2994.310345889275,2921.5640540450067,3169.187253847852,2905.3078994429356,2963.017248280288
28990,260000.0,2,1,1,35,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,5181.0,0.0,0.0,0.0,0.0,5181.0,0.0
27590,300000.0,1,2,1,55,0,0,0,0,0,0,69994.0,71388.0,72886.0,74371.0,75854.0,77440.0,2552.0,2645.0,2696.0,2716.0,2809.0,2826.0
22427,180000.0,2,2,1,34,0,-1,-1,-1,-1,-2,13954.0,5589.0,4312.0,2490.0,0.0,0.0,5589.0,4312.0,2490.0,0.0,0.0,150.0
15177,50000.0,2,1,2,23,0,0,0,0,0,2,8400.0,9412.0,10433.0,11443.0,12268.0,11928.0,1160.0,1181.0,1191.0,1016.0,0.0,1499.0
21575,60000.0,2,1,2,24,0,0,0,0,0,0,35138.0,35776.0,34783.0,32158.0,28991.0,28434.0,1553.0,2000.0,1508.0,1080.0,1003.0,1000.0
14326,290000.0,2,2,2,34,-1,-1,-1,-1,-1,-1,8690.0,-204.0,3268.0,302.0,3586.0,2345.0,0.0,3600.0,800.0,5228.0,2345.0,9139.0
1970,200000.0,1,1,1,42,0,-1,0,0,-1,-1,19318.0,19067.0,17858.0,326.0,326.0,326.0,19067.0,5000.0,0.0,326.0,326.0,326.0
16358,260000.0,2,1,1,45,1,-2,-1,-1,-1,-1,4856.0,1853.0,108.0,0.0,134.0,4950.0,1853.0,108.0,0.0,134.0,4950.0,500.0
26418,150000.0,2,2,1,36,-2,-2,-1,-1,2,-1,11085.0,2500.0,190.0,3173.0,673.0,38100.0,2507.0,190.0,3180.0,0.0,38100.0,5000.0
18903,140000.0,2,1,2,28,-1,-1,-1,-1,-1,-1,7588.0,15557.0,18886.0,9476.0,5040.0,6070.0,17015.0,19030.0,10000.0,10000.0,6100.0,22000.0
2203,60000.0,1,1,2,30,0,0,0,0,2,2,59959.0,49744.0,48257.0,46353.0,45481.0,48373.0,10020.0,4000.0,4000.0,0.0,3800.0,0.0
7866,260000.0,2,1,2,28,0,0,0,0,0,0,63504.0,66283.0,67341.0,54725.0,36117.0,35144.0,4000.0,3002.0,2000.0,2000.0,2464.0,1000.0
27643,20000.0,2,2,2,24,1,2,2,2,2,-2,4697.0,3800.0,5989.0,5761.0,0.0,0.0,0.0,2266.0,38.0,0.0,0.0,0.0
13360,80000.0,2,2,2,27,0,0,2,0,0,0,78672.0,83807.0,81833.0,79673.0,79735.0,81271.0,7018.0,0.0,3000.0,3100.0,3000.0,3100.0
17653,10000.0,2,2,1,46,1,2,2,2,2,2,7660.0,8689.0,8403.0,9505.0,8889.0,10263.0,1306.0,0.0,1735.0,0.0,2000.0,0.0
17023,70000.0,2,1,2,23,0,0,0,0,0,0,7668.0,8878.0,10077.0,11203.0,11320.0,11487.0,1500.0,1500.0,1600.0,600.0,500.0,600.0
4573,470000.0,1,1,2,33,0,0,0,0,0,0,72083.0,68136.0,69036.0,71466.0,67538.0,70400.0,5031.0,5500.0,5000.0,5000.0,4000.0,5000.0
41414,50000.0,1,1,2,31,1,2,2,0,0,1,26996.937216939998,27974.342425387826,27407.727996324986,27650.50101396774,29228.180254026058,28775.66646377727,1703.0690190334794,178.15858857991236,995.2491043045356,2043.6828228401753,148.1685595022938,2263.2632832649174
21707,10000.0,2,1,2,23,3,2,2,0,0,0,7067.0,8092.0,7820.0,8824.0,8996.0,9182.0,1291.0,0.0,1295.0,467.0,479.0,480.0
20722,170000.0,1,1,2,36,2,2,0,0,0,0,177116.0,172711.0,167796.0,168915.0,121713.0,120909.0,0.0,6700.0,6000.0,4500.0,6000.0,4100.0
43596,221680.05331294923,2,2,1,27,2,2,2,1,0,0,78788.07179670499,81264.15615009925,79544.24253777451,78806.42857127155,78279.43926890679,80631.97681576625,4603.827294740263,374.39760091728454,2336.0106625898466,687.588299297388,3212.8929185115344,430.30114697328054
13252,50000.0,2,2,2,27,0,0,0,0,0,0,162865.0,167086.0,169217.0,18056.0,18179.0,18563.0,5000.0,3703.0,1000.0,660.0,686.0,638.0
28440,120000.0,2,2,1,34,0,0,0,0,0,0,119884.0,105631.0,73143.0,75919.0,77059.0,78820.0,4545.0,2700.0,4000.0,3000.0,3000.0,4000.0
24227,310000.0,1,1,2,32,0,0,0,0,0,0,217464.0,217951.0,222465.0,142935.0,147857.0,150442.0,8500.0,9100.0,5200.0,7300.0,7000.0,3939.0
1959,70000.0,2,3,1,57,0,0,0,0,0,0,67864.0,65062.0,66447.0,49103.0,45830.0,46769.0,2620.0,2730.0,1936.0,1700.0,1700.0,2000.0
6860,180000.0,1,2,1,42,0,0,0,0,0,0,87815.0,79072.0,59852.0,60761.0,62425.0,63982.0,3800.0,3000.0,2500.0,2800.0,3000.0,2000.0
6933,50000.0,1,3,3,59,0,0,0,0,0,0,50739.0,50142.0,18894.0,18512.0,16853.0,18401.0,1500.0,1500.0,1000.0,1000.0,2000.0,1000.0
40201,100000.0,1,2,1,42,2,1,1,1,1,2,43643.43223185514,43232.4664987936,45936.09709108526,46923.55125669744,48208.71612665306,47307.818640047946,597.782172442715,3586.1508036935047,2045.983244034055,2359.83244034055,0.0,2942.6565026981275
3131,150000.0,2,1,2,24,-1,-1,-1,0,0,-1,4857.0,1729.0,49200.0,50000.0,0.0,50000.0,1733.0,49200.0,1000.0,0.0,50000.0,0.0
39186,93501.41695516063,1,2,1,51,0,0,0,0,0,0,72587.45796754977,42047.549590197144,93189.62617181102,80716.77376499563,78731.53844296104,77545.55838781121,3442.156557844818,81637.7841301022,3029.536794541251,4148.7025320021185,3501.4438607998836,3423.2141140000954
8738,80000.0,1,2,2,26,0,0,0,0,-1,-1,15387.0,20847.0,23059.0,0.0,526.0,678.0,6000.0,3070.0,0.0,526.0,680.0,0.0
35354,70840.45915028018,1,2,2,31,1,2,1,0,0,1,24090.29482285644,25921.153452946717,24327.558044449517,23408.459592000818,11339.80927577462,6611.752091360576,3663.8163398879315,128.3381122477822,1957.9770424859914,961.3388790871121,213.81280783127568,3898.220396901071
5320,500000.0,1,2,2,30,-1,-1,-1,-1,-1,-1,869.0,2496.0,1924.0,976.0,986.0,1200.0,2507.0,1933.0,980.0,990.0,1206.0,1069.0
31122,220000.0,2,1,1,52,1,1,1,1,1,0,24034.592464210396,23751.539392026425,21077.25917516825,21038.366378915456,15760.976392770748,15688.193603313795,2001.542670093661,774.8060545411549,3158.5452403392883,385.6675234152091,1614.332476584791,2385.667523415209
32927,20000.0,1,1,1,36,0,0,-1,-1,-1,-1,6117.207156138481,3668.42395823957,7436.095459203875,1502.5864532949277,3958.6963412624536,88.04217499774967,3673.759847633373,31069.86519760506,1502.5864532949277,4565.030720068062,0.0,9051.269178708048
43180,20000.0,1,2,2,34,0,3,2,2,1,2,15528.363419184412,15250.569968375848,16269.228715417834,15863.968457068593,16435.920142996685,14987.379214820232,216.47891449878944,1555.851937909302,197.72877229810695,1339.089688750506,102.27350291281397,0.0
37665,180000.0,2,1,1,52,0,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22319,200000.0,2,4,2,27,-2,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32192,320000.0,1,1,1,31,1,-2,-1,-1,-1,-1,136.24066511156988,1214.461461510008,1898.0578408293838,136.24066511156988,455.3320772526629,3293.6501882476855,1214.461461510008,1898.0578408293838,136.24066511156988,455.3320772526629,3293.6501882476855,1712.5523202958984
46704,50000.0,1,2,2,39,0,0,0,0,-2,-2,48955.858703331316,27616.059818088233,15315.103071609681,0.0,0.0,0.0,1326.6354948850228,1111.869229370969,0.0,0.0,0.0,0.0
24190,280000.0,1,1,1,30,0,0,0,0,0,0,166037.0,166291.0,162992.0,134154.0,161057.0,167490.0,12126.0,39102.0,5000.0,30000.0,10000.0,10000.0
26475,120000.0,2,2,1,52,1,2,0,0,0,0,123184.0,117849.0,120471.0,117218.0,116871.0,122192.0,0.0,6100.0,5700.0,4500.0,9000.0,4700.0
31394,20000.0,1,2,1,31,0,0,0,0,2,2,8994.7880123404,10270.254697481365,11157.554177211961,14586.53695610384,14587.76006452104,14488.676213694851,1548.6101750463276,1128.9747083095385,3867.926387011149,523.0193883631218,266.735064681295,747.1705548044597
14048,120000.0,2,1,1,31,-1,-1,2,0,0,-2,413.0,4480.0,2080.0,2280.0,0.0,0.0,4269.0,0.0,200.0,0.0,0.0,0.0
14410,10000.0,1,3,2,24,1,3,2,3,2,0,5530.0,5792.0,6050.0,5808.0,5569.0,5876.0,500.0,500.0,0.0,0.0,400.0,364.0
16222,80000.0,2,3,1,43,2,2,2,3,3,2,66852.0,68152.0,71459.0,73690.0,71908.0,76294.0,3000.0,5000.0,4000.0,0.0,5700.0,0.0
29885,50000.0,1,3,1,39,0,0,0,0,0,0,43127.0,44413.0,45697.0,46873.0,47188.0,48532.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
29391,200000.0,1,1,2,29,1,-2,-1,2,0,-1,0.0,0.0,2348.0,1790.0,1790.0,350.0,0.0,2348.0,0.0,0.0,350.0,2570.0
2032,500000.0,2,1,1,34,0,0,0,0,0,0,32715.0,60927.0,76088.0,110294.0,108964.0,103548.0,30007.0,30000.0,50000.0,5000.0,5000.0,30000.0
44921,100000.0,1,3,1,53,-1,-1,0,0,-1,-1,390.0,490.15318823724965,100.15318823724965,579.6936235255007,200.3063764744993,0.0,490.15318823724965,0.0,579.6936235255007,200.3063764744993,0.0,0.0
1551,230000.0,2,2,1,29,0,0,0,0,0,0,30818.0,31209.0,32211.0,31647.0,34304.0,36849.0,2000.0,2000.0,1113.0,5000.0,5000.0,2000.0
22689,340000.0,2,2,2,34,0,0,0,0,-1,-1,16462.0,12927.0,10814.0,7880.0,2338.0,0.0,1310.0,3011.0,5000.0,2338.0,0.0,0.0
30606,492620.40588851186,2,1,2,38,5,4,3,3,2,1,464996.75972275756,462898.1839022396,457455.094177281,452879.4629192436,427300.36879791407,421862.8830400606,5561.470115676207,6121.093046066125,6082.857939020851,4800.243893593026,4901.045539439657,14180.747778759476
31759,160000.0,2,1,1,35,0,-1,-1,-1,0,-1,217.38229130829524,356.65285030563444,217.38229130829524,434.7645826165905,217.38229130829524,317.40481798389123,356.65285030563444,217.38229130829524,434.7645826165905,0.0,317.40481798389123,217.38229130829524
1109,30000.0,2,2,2,33,1,2,0,0,0,0,31089.0,10989.0,11997.0,12397.0,13043.0,13325.0,0.0,1200.0,600.0,1000.0,650.0,650.0
8539,100000.0,2,1,2,37,-1,-1,0,-1,-1,-2,1725.0,21711.0,10487.0,780.0,0.0,0.0,21711.0,1000.0,780.0,0.0,0.0,0.0
27744,50000.0,2,1,2,26,-1,-1,-2,-2,-1,0,5052.0,0.0,0.0,0.0,4400.0,9318.0,0.0,0.0,0.0,4400.0,5000.0,7000.0
40640,249666.29218090136,2,2,1,29,0,0,0,0,0,0,144786.3703653287,135658.28342285455,135523.76415761205,119048.4159071713,105316.16785272045,73039.89165115377,4676.7911205871405,5471.778429619919,6951.556193365903,3516.685390954932,21476.23969002444,2775.2807806797973
5823,50000.0,2,2,2,43,-1,0,0,0,0,0,26342.0,27457.0,27381.0,17930.0,18128.0,18490.0,1547.0,1251.0,1200.0,600.0,627.0,759.0
36058,30000.0,1,2,1,33,0,0,0,0,0,0,28864.33728957324,26874.990615430917,28001.26454714032,27228.56891570632,27445.173512587255,28965.905929262823,1968.6103932324284,1982.0024841506395,943.6964594842121,1030.2988482312467,1990.6073570483136,1939.462901233969
18733,50000.0,2,2,1,24,0,0,0,0,0,-2,44159.0,41904.0,46174.0,40675.0,0.0,0.0,5000.0,5000.0,2000.0,0.0,0.0,0.0
26998,300000.0,1,2,1,45,-1,-1,-1,-1,-1,-1,360.0,360.0,360.0,360.0,1440.0,360.0,360.0,360.0,360.0,1440.0,360.0,360.0
23067,440000.0,2,1,2,33,0,0,0,0,0,0,164269.0,160608.0,150150.0,139178.0,123627.0,48175.0,5666.0,5802.0,3577.0,2955.0,12000.0,1025.0
9856,20000.0,2,1,2,28,2,0,-1,0,0,0,18540.0,19726.0,8564.0,19775.0,19878.0,19898.0,2000.0,8568.0,19000.0,800.0,1000.0,20000.0
35706,20000.0,1,2,2,37,-1,0,0,-1,0,0,6475.601723168921,5077.20364079853,2460.608892360956,10931.944924913449,10275.126183624838,9255.803064160784,858.7576199361545,1116.6523391484193,10931.944924913449,235.87499325569917,2454.8671653702554,118.60571804325309
20301,130000.0,2,3,1,56,0,0,0,0,0,0,30218.0,31706.0,34130.0,36245.0,38624.0,40989.0,2000.0,3000.0,3000.0,3000.0,3000.0,3000.0
30302,506397.020621591,1,1,2,40,5,4,3,3,2,1,456289.6764731909,454828.39185906947,452541.1928146788,449319.0481623927,446965.9762611308,448474.2360730678,6127.947326797983,6242.522071031388,5801.1570971762885,5993.195898045487,8467.361837198929,16386.253242320265
33775,50000.0,1,1,2,41,0,0,0,0,0,0,53214.36030837739,51305.97855875313,50796.32086813248,49761.67735574729,47578.162545839135,49889.03298279989,2682.0370720846067,2109.874794767605,1087.8491299749473,1588.0027709435017,9433.091874645115,1644.3572139159483
39195,60000.0,1,2,1,34,0,1,0,0,0,0,60281.905816175764,56562.95487810453,58042.33710137345,59062.816932520356,29553.919840567174,28324.413180125935,637.0544089799483,2922.513133216216,2874.8100375305144,1092.6803001893636,1168.1472795510026,1172.2361163240628
25603,160000.0,2,1,2,32,-2,-2,-2,-2,-2,-2,162.0,-2.0,-2.0,499.0,284.0,1248.0,0.0,0.0,501.0,285.0,1254.0,99.0
592,50000.0,1,1,1,35,0,0,0,0,0,0,34976.0,6018.0,13930.0,7106.0,6020.0,9011.0,1127.0,1074.0,215.0,249.0,4383.0,172.0
8276,140000.0,2,1,2,28,1,-2,-2,-2,-2,-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37255,131003.13470388809,2,2,2,48,0,0,0,0,0,0,88574.66148143978,90918.16305026472,72802.59242073724,49361.98748769818,28360.8244241766,27858.01877581766,4062.2821351338075,3114.8119104017896,1618.5642643756757,594.70532605064,632.100310524419,64.40124798961574
15695,170000.0,1,2,2,33,-1,-1,-1,-1,-1,-1,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0,2754.0
15052,350000.0,1,1,2,34,1,2,0,0,2,0,334427.0,322808.0,254410.0,11423.0,8415.0,10230.0,332.0,81256.0,8441.0,6.0,8013.0,1006.0
10300,180000.0,2,3,1,43,-2,-1,0,0,0,0,130500.0,47346.0,48176.0,49140.0,48129.0,45759.0,47346.0,1678.0,1642.0,2000.0,2000.0,1424.0
22690,140000.0,2,3,1,38,2,2,2,0,0,2,119715.0,122283.0,118913.0,120435.0,139795.0,142950.0,6000.0,0.0,5000.0,21500.0,5500.0,0.0
40055,250000.0,2,1,1,42,1,0,-2,-2,-2,-2,968.6239770029879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8414,30000.0,1,1,2,23,0,0,0,0,0,0,30287.0,28171.0,29410.0,29705.0,28647.0,28776.0,1496.0,1735.0,1030.0,1017.0,1033.0,989.0
28992,80000.0,2,3,2,43,0,0,0,0,0,0,66047.0,59910.0,55122.0,54006.0,50779.0,50257.0,2071.0,2063.0,1779.0,2087.0,1743.0,1800.0
20541,50000.0,1,2,2,27,2,2,0,0,0,0,43063.0,41932.0,38411.0,30659.0,30963.0,30505.0,0.0,1600.0,1712.0,1016.0,2500.0,0.0
42571,200000.0,2,1,1,35,1,-2,-2,-1,0,0,0.0,0.0,0.0,118.928749310428,67.51862713012773,999.7555093329063,0.0,0.0,118.928749310428,0.0,932.2368822027786,0.0
42291,70000.0,1,1,1,37,1,2,0,0,0,0,31473.42449006318,31125.344252964718,32312.17520949974,34431.621501948386,36459.8238734597,37492.70230819903,393.8344980726815,1755.8928221537699,2715.3407114270585,2748.8300394944636,1665.106719325951,1416.6510671932595
22029,320000.0,2,1,2,28,0,0,0,0,0,0,293073.0,293210.0,290057.0,25922.0,22982.0,20553.0,13300.0,12756.0,1295.0,10312.0,8394.0,8242.0
7100,150000.0,2,2,2,24,0,0,0,0,0,0,108924.0,109705.0,108748.0,108116.0,108951.0,109901.0,4000.0,5500.0,4000.0,4100.0,4300.0,4000.0
9588,80000.0,1,4,1,25,-2,-2,-2,-1,0,0,59366.0,49079.0,0.0,16638.0,18367.0,33081.0,15027.0,0.0,16638.0,2000.0,15081.0,0.0
11773,50000.0,1,2,1,46,0,0,0,0,0,0,48905.0,49764.0,36535.0,32428.0,15313.0,16057.0,1800.0,1430.0,1000.0,1000.0,1000.0,1000.0
41646,180000.0,1,1,1,33,-2,-1,-1,-1,-2,-2,0.0,180.93905367860074,446.31633240721516,0.0,0.0,0.0,180.93905367860074,446.31633240721516,0.0,0.0,0.0,0.0
37472,20000.0,1,2,1,47,-1,0,-1,0,1,0,950.5077344002186,1684.5816642254945,2242.78341202063,3864.056747743071,898.6134030094103,668.3901344698093,1535.4792496129985,2242.78341202063,3358.15961840493,0.0,0.0,85.69104288074479
46002,130000.0,1,1,2,30,0,0,0,0,0,0,1010.0025766405104,1009.4074361739215,901.0918712547489,901.0918712547489,1339.1152546641501,997.4800244225371,887.9495761505796,779.634011231407,779.634011231407,1217.6573946408082,341.6106278220058,1592.164764255916
40364,120000.0,1,1,1,42,-1,-1,-1,-1,-1,-1,1220.8583621183752,1165.0768856945056,263.45513695868686,109.7729737327862,636.68324765016,373.2281106914731,263.45513695868686,263.45513695868686,109.7729737327862,636.68324765016,373.2281106914731,2334.2637561265824
25672,170000.0,2,2,1,38,0,0,0,0,0,2,136768.0,133840.0,138172.0,140265.0,112529.0,110318.0,5000.0,6800.0,6500.0,8300.0,0.0,4200.0
29254,50000.0,1,2,1,25,0,0,0,0,0,0,49007.0,48847.0,47241.0,47683.0,46844.0,47537.0,1922.0,2200.0,2000.0,1400.0,2000.0,2270.0
37057,200000.0,1,1,1,37,1,-1,-1,-2,-2,-1,0.0,310.86247295592733,0.0,0.0,0.0,167.08447363878622,310.86247295592733,0.0,0.0,0.0,167.08447363878622,101.0931269075009
996,140000.0,1,1,1,45,0,0,0,0,2,2,39716.0,40799.0,41853.0,44452.0,45433.0,46383.0,1600.0,1600.0,3169.0,1700.0,1700.0,1495.0
16321,180000.0,2,2,2,44,-1,-1,-1,-1,2,-1,3481.0,757.0,9877.0,4383.0,3482.0,4479.0,761.0,9962.0,3485.0,2.0,4479.0,5392.0
35690,20000.0,2,3,1,36,1,2,1,1,2,1,15465.59327107609,14923.601829689947,15552.911887445915,16829.47306095067,16513.35440895095,16929.581796515293,0.0,1091.270959696475,1775.1488019139317,134.6446227592314,877.0636053067888,893.5615630361807
26953,200000.0,1,2,1,44,0,0,0,0,0,0,71656.0,63331.0,54977.0,45849.0,32706.0,23542.0,1714.0,1602.0,1144.0,786.0,471.0,2300.0
24413,160000.0,1,3,1,38,-1,-1,-1,-1,0,-1,6763.0,1651.0,3107.0,4187.0,2474.0,192.0,1651.0,3107.0,4187.0,0.0,192.0,5510.0
44886,240000.0,2,1,2,26,0,1,-1,-1,0,-1,1154.0011124186765,1523.789976296061,1601.7048338722286,6507.112909952097,1653.5239382896793,5334.979591465508,505.8907951992644,1601.7048338722286,6507.112909952097,274.59647621273814,5334.979591465508,350.999717619585
19817,20000.0,2,2,2,33,2,0,0,0,0,0,19946.0,18694.0,17228.0,16923.0,10467.0,10526.0,1593.0,1340.0,1171.0,402.0,600.0,538.0
8538,80000.0,2,3,2,52,0,0,0,0,0,0,73056.0,74736.0,65581.0,63939.0,65278.0,66578.0,2953.0,2333.0,2288.0,2369.0,2385.0,2458.0
38519,30000.0,1,1,1,40,5,4,3,3,2,1,33434.309076978396,33268.4615340359,32604.611167990584,32314.716149093623,30985.475352881567,30765.872692471137,562.3388678922664,527.1926886489998,386.6079716759332,370.0892674315978,463.9295660111198,339.8635532823885
16807,110000.0,1,1,2,29,0,0,0,0,0,0,110721.0,111242.0,105199.0,104587.0,49001.0,45093.0,3938.0,5720.0,3078.0,2000.0,2000.0,2000.0
17564,50000.0,2,2,2,45,-2,-2,-2,-2,-2,-2,330.0,330.0,4975.0,4810.0,330.0,330.0,330.0,4975.0,4838.0,330.0,330.0,330.0
37214,70000.0,2,2,2,23,0,0,0,0,0,0,68986.94267797544,70330.91459437944,70341.28630822194,69283.92804983574,49859.94548511893,49244.85952277779,2963.845013122544,1610.6117273465923,2835.947694150442,1833.9869235376104,1888.3681308603495,1826.358199143967
6060,170000.0,2,1,2,36,-1,-1,2,-1,-1,-1,248.0,832.0,416.0,2304.0,323.0,-1092.0,1416.0,0.0,2304.0,0.0,0.0,0.0
7763,100000.0,2,2,2,26,0,0,0,0,0,0,46891.0,48134.0,49331.0,50508.0,51543.0,52685.0,2000.0,2000.0,2000.0,2000.0,2000.0,2000.0
1290,20000.0,2,1,2,23,0,0,-2,-1,0,0,6733.0,0.0,0.0,19132.0,19533.0,20235.0,0.0,0.0,19132.0,709.0,1027.0,600.0
31879,50000.0,1,1,2,27,2,2,2,2,2,2,33191.886650878405,34360.18704738697,34796.520821285376,35374.08890693198,36186.19399087267,36956.28321447087,2000.0,1300.0,1449.9339152396453,1523.3641728881655,1516.6886949201182,1113.3509559360946
13453,20000.0,1,2,2,29,0,0,0,0,2,0,10321.0,11348.0,12359.0,13730.0,13371.0,13491.0,1200.0,1208.0,1579.0,0.0,608.0,2000.0
26087,50000.0,2,2,1,37,0,0,0,0,0,0,38418.0,47709.0,48923.0,39210.0,30515.0,27861.0,10000.0,2131.0,1910.0,1410.0,1159.0,1050.0
10045,50000.0,2,2,1,39,0,0,0,0,0,0,42822.0,43872.0,25400.0,24202.0,25904.0,27567.0,2000.0,2000.0,1000.0,2000.0,2000.0,2000.0
30823,110000.0,1,1,2,24,1,1,1,1,1,1,98469.26501473194,101439.01114446888,104889.9145465071,105339.1156770502,102259.71309404004,107980.62849270664,5498.695397346653,6583.151458623837,3700.8037836252847,24.7318038549178,7478.359671626947,30.91475481864725
20580,500000.0,1,2,2,30,0,0,2,2,0,0,20544.0,25756.0,26176.0,18124.0,8133.0,4051.0,5835.0,1055.0,23.0,9.0,20.0,15099.0
18599,320000.0,2,1,2,27,0,0,0,0,0,0,120158.0,122307.0,112144.0,107318.0,105952.0,109626.0,6000.0,5000.0,5333.0,5000.0,5000.0,3000.0
34631,497885.1706621648,1,1,1,37,-1,-1,-1,-1,-1,-1,51.26346314912507,2261.0747393284596,1227.402583548299,33.11822743049902,73.17309508909761,-2175.8633125251145,2271.2682167368253,1227.402583548299,33.11822743049902,73.17309508909761,0.0,30448.251276167226
4898,360000.0,2,1,2,29,0,0,0,0,0,0,25633.0,26897.0,26439.0,25932.0,28396.0,28611.0,2000.0,1289.0,1000.0,4000.0,2000.0,1000.0
33332,100000.0,2,2,2,24,1,2,0,0,0,2,6952.2867900545225,6694.5706228642675,7893.533319997512,9139.557452532481,9884.232688934866,9770.422121293503,0.0,1442.90417975638,1516.313091498177,920.5559935200515,163.13091498177135,2510.607255054686
18694,150000.0,2,1,1,26,2,2,2,2,2,0,69716.0,72156.0,70507.0,59123.0,39386.0,20561.0,5211.0,111.0,2371.0,0.0,702.0,341.0
29772,250000.0,1,3,1,39,0,0,0,0,0,0,209263.0,199834.0,200957.0,205454.0,205710.0,210115.0,7127.0,7335.0,8871.0,8055.0,8426.0,5208.0
25043,150000.0,1,2,1,52,2,2,2,2,2,0,131953.0,136386.0,140830.0,146050.0,142241.0,145559.0,8100.0,8100.0,9000.0,0.0,5578.0,5304.0
7498,210000.0,2,2,1,30,1,-1,-1,0,0,-1,0.0,241.0,4651.0,4746.0,3938.0,3479.0,241.0,4651.0,95.0,301.0,3479.0,1000.0
23304,50000.0,2,2,1,37,0,0,0,0,0,0,48890.0,49083.0,48102.0,91452.0,9551.0,9746.0,1787.0,2247.0,1900.0,382.0,195.0,199.0
38360,60000.0,2,2,1,44,2,2,2,2,2,2,43670.799824992035,44338.61733533837,44943.32304182095,45463.37242112494,45973.3045370541,47725.57660489586,1686.2105624717287,1611.7263374830372,1555.8631687415186,1555.8631687415186,2776.5473250339255,4685.505143843295
12195,150000.0,1,2,2,28,2,0,0,0,0,0,148095.0,143845.0,132677.0,86265.0,88390.0,90599.0,8000.0,5300.0,3500.0,5000.0,4000.0,3000.0
17594,50000.0,2,2,1,33,0,0,0,0,2,2,40738.0,43923.0,45409.0,47718.0,46480.0,48756.0,4200.0,2500.0,3500.0,0.0,2800.0,1400.0
39087,127681.52497602758,2,2,1,38,2,2,2,0,0,0,128310.55301108991,129903.59423658886,126395.3853794796,126319.72663761681,102552.45327523364,98086.94314383177,6307.260999041103,0.0,5454.275347005065,2995.7947406507556,5933.365654388571,3700.0
